t,q_actual_0,dq_actual_0,tau_est_0,q_cmd_0,q_ref_0,dq_ref_0,q_actual_1,dq_actual_1,tau_est_1,q_cmd_1,q_ref_1,dq_ref_1,q_actual_2,dq_actual_2,tau_est_2,q_cmd_2,q_ref_2,dq_ref_2,q_actual_3,dq_actual_3,tau_est_3,q_cmd_3,q_ref_3,dq_ref_3,q_actual_4,dq_actual_4,tau_est_4,q_cmd_4,q_ref_4,dq_ref_4,q_actual_5,dq_actual_5,tau_est_5,q_cmd_5,q_ref_5,dq_ref_5,q_actual_6,dq_actual_6,tau_est_6,q_cmd_6,q_ref_6,dq_ref_6,q_actual_7,dq_actual_7,tau_est_7,q_cmd_7,q_ref_7,dq_ref_7,q_actual_8,dq_actual_8,tau_est_8,q_cmd_8,q_ref_8,dq_ref_8,q_actual_9,dq_actual_9,tau_est_9,q_cmd_9,q_ref_9,dq_ref_9,q_actual_10,dq_actual_10,tau_est_10,q_cmd_10,q_ref_10,dq_ref_10,q_actual_11,dq_actual_11,tau_est_11,q_cmd_11,q_ref_11,dq_ref_11
0.46,0.0802126,1.44945,-0.742148,0.0125277,-0.0206574,-1.1655,0.820172,-4.77852,-1.11322,0.696501,0.639022,-2.42507,-1.62278,9.02829,5.64239,-1.05568,-1.17103,3.93898,0.0347815,1.14716,-0.321598,0.0484912,0.022142,1.272,0.809333,-3.8484,-1.58325,0.63413,0.638705,-2.62574,-1.59794,8.95145,7.39675,-1.09519,-1.15814,3.52693,0.143498,0.716972,-2.22645,0.0103707,-0.00411138,-1.50927,0.822135,-4.67001,0.321598,0.564268,0.623551,-2.36543,-1.58081,8.48032,9.05627,-1.00479,-1.15495,3.55999,-0.0186029,1.12778,1.6822,0.119525,0.036109,0.850421,0.790858,-4.47623,-1.31113,0.599647,0.643189,-2.31709,-1.57433,7.86967,4.07769,-0.94333,-1.16363,3.57066
0.48,0.0837853,-0.682092,-0.86584,-0.0497443,-0.0516828,-1.79937,0.759072,-3.22444,2.20171,0.579207,0.6036,-1.19262,-1.45349,6.87686,2.79749,-1.01214,-1.12354,1.47297,0.0472558,0.25966,-0.247383,0.143272,0.0540431,1.82911,0.748747,-2.49196,0.123691,0.528794,0.597737,-1.51364,-1.44668,6.0721,2.08626,-1.00853,-1.11729,1.22471,0.140349,-0.507694,-2.15223,-0.0990948,-0.0434216,-2.24638,0.734239,-3.60036,0.173168,0.57114,0.590994,-1.01447,-1.42159,7.55222,1.84919,-1.02935,-1.11564,1.1445,-0.00113279,0.434059,2.12749,0.10041,0.0582651,1.27466,0.720977,-3.28644,0.940055,0.558067,0.613605,-0.832789,-1.40504,9.03839,0.900886,-1.02725,-1.12414,1.15228
0.5,0.0623791,-1.34481,-0.86584,-0.0505479,-0.0926323,-2.17991,0.704088,-2.74,0.0742148,0.694586,0.591317,-0.135854,-1.33168,7.13366,-0.28449,-1.13754,-1.11211,-0.00366271,0.0551583,0.0232531,1.70694,0.101748,0.0953063,2.15047,0.692915,-2.87176,-0.56898,0.638643,0.578159,-0.465471,-1.33169,6.2743,0.331905,-1.11584,-1.10915,-0.161174,0.109496,-2.41833,-1.88011,-0.154591,-0.0939665,-2.66322,0.677741,-2.53459,0.321598,0.641818,0.582972,0.132999,-1.27803,5.66972,-1.46987,-1.18194,-1.10917,-0.221393,0.00449884,0.674341,1.28639,0.131957,0.0870956,1.52666,0.659211,-2.60435,0.544242,0.692514,0.609878,0.335479,-1.27397,6.06806,-1.65953,-1.11032,-1.11754,-0.222936
0.52,0.0313447,-1.75561,0,-0.116757,-0.138879,-2.38706,0.67487,-0.73635,1.03901,0.703758,0.598166,0.773109,-1.23889,3.2332,-2.08626,-1.18447,-1.12369,-0.985688,0.0656343,0.693719,0.0742148,0.162906,0.140062,2.23943,0.651677,-1.55021,1.26165,0.665928,0.579118,0.519787,-1.23933,3.62951,-1.80177,-1.13276,-1.12374,-1.1885,0.0540882,-3.50347,-0.667934,-0.185449,-0.14995,-2.85918,0.641802,-0.945628,0.940055,0.716889,0.596314,1.13712,-1.21105,1.84003,-1.8966,-1.20698,-1.12449,-1.13252,0.0244517,1.41844,0.791625,0.12535,0.119331,1.63882,0.629055,-0.120141,1.45956,0.745694,0.627024,1.30392,-1.19503,2.13929,-0.616396,-1.16543,-1.13305,-1.16321
0.54,-0.0065628,-2.2168,0,-0.139385,-0.188115,-2.46956,0.673235,0.158896,0.445289,0.819376,0.622241,1.51927,-1.20353,0.578296,-0.142245,-1.31623,-1.15154,-1.52838,0.090916,1.39906,0.0247383,0.17055,0.184883,2.17036,0.640959,-0.0930126,0.667934,0.75113,0.598951,1.36457,-1.19731,1.08986,0.521565,-1.26746,-1.15669,-1.88521,-0.0123709,-3.55386,-0.0247383,-0.251341,-0.208334,-2.86847,0.643527,0.558075,0.964793,0.770572,0.628457,1.95277,-1.19731,0.0424623,-0.426735,-1.22623,-1.15447,-1.56809,0.0527612,1.56184,0.0494766,0.148974,0.152648,1.61237,0.638138,1.1239,1.03901,0.883658,0.662034,2.06564,-1.17696,0.0424623,0.47415,-1.34233,-1.16407,-1.65163
0.56,-0.0500111,-2.54234,0.544242,-0.153205,-0.188115,-2.46956,0.687223,1.30993,1.28639,0.781547,0.622241,1.51927,-1.20811,-1.33655,-1.46987,-1.30594,-1.15154,-1.52838,0.112807,1.40682,-0.173168,0.19716,0.184883,2.17036,0.647499,0.968881,1.08848,0.722806,0.598951,1.36457,-1.19415,-0.701638,-1.32762,-1.21544,-1.15669,-1.88521,-0.0812523,-3.5461,0.173168,-0.179091,-0.208334,-2.86847,0.662814,1.30993,0.692672,0.750464,0.628457,1.95277,-1.20036,-0.238597,-0.47415,-1.153,-1.15447,-1.56809,0.0821607,1.55409,-0.173168,0.0693051,0.152648,1.61237,0.676379,2.53459,1.60799,0.838825,0.662034,2.06564,-1.1948,-2.15749,-1.80177,-1.26689,-1.16407,-1.65163
0.58,-0.0886149,-1.79049,0.420551,-0.267415,-0.281803,-1.89983,0.715351,1.44557,0,0.898202,0.701434,2.13883,-1.23424,-1.34868,-0.331905,-1.31747,-1.21294,-1.19886,0.140147,1.61609,-0.420551,0.219176,0.261523,1.43231,0.669693,0.914624,0.14843,0.867866,0.676675,2.15986,-1.20459,-0.0566163,-0.426735,-1.34386,-1.23999,-1.88148,-0.133602,-2.53072,1.78116,-0.230462,-0.311991,-1.9804,0.68746,1.28667,0,0.902101,0.727016,2.61744,-1.19797,0.689506,0.47415,-1.26347,-1.21219,-0.997317,0.10284,0.934001,-1.63273,0.198248,0.210602,1.21265,0.727427,2.4377,-0.0742148,0.992042,0.762591,2.61931,-1.2278,-0.92406,0.0948301,-1.39118,-1.22756,-1.17727
0.6,-0.13167,-2.771,-0.123691,-0.20421,-0.313655,-1.17804,0.757134,1.8525,1.06375,0.85756,0.74449,2.07009,-1.25691,-1.07167,-0.426735,-1.33723,-1.23278,-0.911739,0.167851,1.33318,-0.272121,0.214834,0.284169,0.761256,0.701605,1.95714,1.41008,0.843078,0.720095,2.03405,-1.21454,-1.47203,-2.08626,-1.34507,-1.2744,-1.64197,-0.174992,-1.76724,0.643195,-0.175664,-0.343905,-1.1383,0.725428,1.99977,1.41008,0.832855,0.779122,2.43316,-1.19589,-0.845201,-0.995716,-1.23728,-1.22711,-0.654465,0.12458,1.24017,0.321598,0.123606,0.232332,0.901032,0.790434,3.25156,0.86584,0.977041,0.814423,2.43255,-1.2495,-1.92293,-1.61211,-1.35149,-1.24621,-0.808293
0.62,-0.160373,-0.871993,0.0247383,-0.245276,-0.313655,-1.17804,0.788169,1.61609,-0.14843,0.877368,0.74449,2.07009,-1.2762,-0.861377,-0.663811,-1.32572,-1.23278,-0.911739,0.193527,1.22467,-0.766887,0.237378,0.284169,0.761256,0.741329,2.09278,0,0.836303,0.720095,2.03405,-1.24718,-1.56706,-1.04313,-1.33141,-1.2744,-1.64197,-0.195399,-0.58908,1.08848,-0.196951,-0.343905,-1.1383,0.761156,1.55796,-0.123691,0.887598,0.779122,2.43316,-1.21187,-0.485283,-0.047415,-1.23481,-1.22711,-0.654465,0.131543,0.232531,-0.321598,0.167578,0.232332,0.901032,0.847235,2.90664,-0.173168,0.958085,0.814423,2.43255,-1.28299,-1.39923,-0.142245,-1.37046,-1.24621,-0.808293
0.64,-0.18735,-1.28667,0.14843,-0.107086,-0.325228,0.788327,0.821535,1.34481,-0.247383,0.757043,0.815355,1.1964,-1.28991,-0.467085,-0.47415,-1.33819,-1.27148,-1.42076,0.211663,0.612333,-0.173168,0.110677,0.282979,-0.955217,0.777269,1.6471,-0.321598,0.763892,0.787537,1.21548,-1.27048,-0.988764,-0.663811,-1.46654,-1.3378,-1.64709,-0.202514,-0.0271287,0.173168,-0.100718,-0.351114,0.96022,0.797852,2.0269,-0.222645,0.79851,0.856359,1.14366,-1.21756,-0.194113,-0.237075,-1.44424,-1.25635,-1.29393,0.143594,0.612333,-0.0247383,0.190243,0.247532,-0.456448,0.895588,2.14704,-0.791625,0.929586,0.892722,1.14269,-1.30141,-0.988764,-0.900886,-1.4604,-1.27751,-1.19206
0.66,-0.195162,0.0697594,1.63273,0.0113163,-0.297392,2.2167,0.833888,0.0310042,-1.58325,0.769158,0.832094,0.424808,-1.29858,-0.390248,-0.900886,-1.33909,-1.30624,-2.23565,0.215871,0,-2.22645,0.0753727,0.253764,-2.09761,0.797827,0.759603,-1.38534,0.788097,0.806657,0.628644,-1.29715,-2.30105,-2.27592,-1.60016,-1.37156,-1.87421,-0.194339,0.937877,1.06375,-0.110539,-0.319114,2.47672,0.819894,0.542573,-1.03901,0.866769,0.870089,0.165276,-1.24143,-2.73174,-2.513,-1.64339,-1.29013,-2.28041,0.153222,0.550324,0.222645,0.192334,0.228385,-1.58677,0.925684,1.23242,-1.08848,0.81136,0.905601,0.00298917,-1.32585,-1.96135,-1.51728,-1.65968,-1.30758,-2.03907
0.68,-0.172393,2.0269,1.70694,0.260222,-0.23656,4.03552,0.821413,-1.15491,0,0.946689,0.832348,-0.421855,-1.30538,-0.329588,-0.711226,-2.53037,-1.36091,-3.53303,0.19607,-1.51921,-0.940055,-0.201622,0.199075,-3.49833,0.798675,-0.236407,0.0247383,0.88663,0.812683,-0.0806034,-1.35217,-3.64771,-2.46558,-3.06259,-1.41277,-2.62857,-0.192462,-0.201527,1.90485,0.0833839,-0.252045,4.37481,0.892651,3.24769,-3.8097,0.674573,0.86297,-0.930816,-1.32697,-6.86473,0.0948301,-2.55235,-1.34756,-3.73514,0.167301,1.10452,-0.544242,-0.197286,0.184061,-3.00489,0.92423,-1.0929,-1.11322,0.836082,0.892841,-1.38397,-1.38945,-4.45854,-1.8966,-2.4777,-1.35907,-3.43663
0.7,-0.134273,-0.298415,8.58418,0.197327,-0.135971,5.91341,0.86792,6.37524,-4.92292,0.489825,0.81522,-1.3093,-1.42158,-16.5947,-9.67267,-1.84013,-1.44756,-5.2282,0.15683,-2.01915,-5.26925,-0.230574,0.113831,-4.97608,0.804216,1.38744,0.272121,0.625766,0.803432,-0.818853,-1.5377,-19.2779,-14.2719,-1.52006,-1.4767,-3.92866,-0.185377,0.720847,4.74975,0.281084,-0.144122,6.29913,0.946424,1.63935,-7.09989,0.780738,0.832856,-2.07521,-1.50927,-15.1671,-10.9529,-1.66269,-1.43953,-5.56539,0.160519,-1.30218,-6.06088,-0.179032,0.108189,-4.60153,0.971675,2.84851,-5.36821,0.656317,0.850242,-2.82143,-1.55212,-14.0469,-7.2545,-1.96036,-1.44504,-5.27182
0.72,-0.0750808,5.03818,0.371074,-0.499309,-2.3871e-05,3.7614,0.910793,-2.86789,-5.64033,0.972611,0.779976,1.78038,-1.68676,-8.03143,8.96144,-1.22835,-1.57004,-7.57767,0.0739303,-5.87142,-0.272121,0.545083,3.13037e-05,-2.483,0.793255,-3.26319,-0.14843,1.05924,0.779929,1.98343,-1.82495,-3.86204,16.7849,-1.30642,-1.56991,-6.70358,-0.113074,6.76279,1.06375,-0.606533,-7.9578e-05,3.93858,0.911211,-5.98768,3.43862,0.824521,0.779961,1.10734,-1.74753,-5.39069,12.3753,-1.37536,-1.57018,-7.3269,0.0987528,-4.50723,-0.86584,0.383482,4.3201e-08,-2.36778,0.946666,-4.39872,-1.36061,1.00465,0.779984,0.567721,-1.77819,-7.47336,6.49586,-1.16832,-1.56995,-7.01007
0.74,-0.00177895,0.910748,-10.9838,-0.509418,0.0144848,0.872638,0.865558,-0.697594,2.5233,0.607859,0.886435,4.64817,-1.72137,2.96427,15.1728,-1.91557,-1.75067,-7.74891,-0.00327738,-0.73635,11.8744,0.23134,0.0145111,0.867681,0.765945,1.35256,4.40341,0.939081,0.88277,4.46945,-1.76993,6.01549,5.59497,-1.97412,-1.74484,-7.48358,-0.0418007,1.13553,-12.5423,0.0844546,0.0134214,0.814168,0.842421,-1.41069,0.766887,1.06412,0.87715,4.26054,-1.74104,3.95101,5.50014,-1.8953,-1.73261,-7.00707,0.0377133,-2.74,9.8211,0.0558291,0.0134783,0.809889,0.884506,-1.87188,4.30446,0.849582,0.872951,4.04796,-1.78088,6.74139,8.77178,-2.00213,-1.72545,-6.67308
0.76,-0.00153673,-3.2942,-7.02567,-0.17435,0.0348816,1.19632,0.933592,5.04206,-11.9981,0.828489,0.965903,3.32939,-1.85457,-8.53491,13.6555,-1.7226,-1.87999,-5.45758,-0.0380057,0.771229,4.47763,0.397959,0.0347386,1.18031,0.827439,4.86766,-2.44909,0.906633,0.958706,3.16138,-1.87843,-10.1161,15.5995,-1.79643,-1.86925,-5.22034,-0.0211211,2.97253,-0.692672,0.0486565,0.0324871,1.13444,0.882357,5.78616,-2.12749,0.978173,0.950383,3.03767,-1.74167,-8.35698,12.565,-1.99305,-1.85046,-4.9308,-0.00661302,-1.08515,2.02854,0.294871,0.0323956,1.11999,0.908789,5.70477,-7.19884,0.97935,0.941903,2.83554,-1.76338,-9.94021,11.0477,-1.96924,-1.83687,-4.62425
0.78,0.00264157,3.63137,-7.27306,-0.0304252,0.0623378,1.52072,0.989302,2.38345,-5.93719,1.03702,1.01961,2.19145,-1.92201,-1.48011,11.4744,-2.04933,-1.96897,-3.6984,-0.00179378,-0.244158,8.6584,0.349169,0.0617236,1.48561,0.882089,2.10828,-1.60799,1.14078,1.00922,2.0599,-1.96316,-3.12805,13.1814,-1.95969,-1.95366,-3.49382,-0.0198192,0.984383,0.445289,0.18508,0.0587988,1.47988,0.936553,0.879744,-0.0742148,1.11191,0.998657,1.96814,-1.85176,-3.85598,1.65953,-1.96234,-1.92984,-3.30866,0.0330203,2.42995,2.91912,0.056543,0.0582778,1.4473,0.980759,2.62373,-2.72121,1.03218,0.986372,1.81523,-1.8811,-3.76903,2.98715,-2.09907,-1.91042,-3.05985
0.8,0.0404279,1.15103,-2.67173,-0.036087,0.0957104,1.76543,1.04105,3.22056,-3.43862,0.791053,1.05356,1.37322,-1.98984,-5.06514,7.20709,-1.88232,-2.02793,-2.40226,0.0180077,2.76325,4.0076,0.286633,0.0941631,1.70569,0.941433,4.01892,0.272121,0.75641,1.0411,1.31323,-2.02629,-3.11794,8.96144,-1.88672,-2.00901,-2.26991,0.0120933,2.84463,0.519504,0.151654,0.0916823,1.76263,0.986935,3.59649,-1.11322,0.904779,1.02911,1.2753,-1.89974,-2.61244,2.79749,-2.05264,-1.98281,-2.24096,0.0528218,0.321668,-0.14843,0.315342,0.0902874,1.70584,1.03156,3.46084,-3.66127,0.983216,1.01451,1.21502,-1.94533,-3.70837,1.28021,-1.97406,-1.95926,-2.10727
0.82,0.0747929,3.19731,-5.76402,0.0714046,0.132955,1.9091,1.08165,1.61997,-7.69361,1.03489,1.07454,0.8643,-2.03344,-0.665242,8.06056,-2.00472,-2.06506,-1.46295,0.0513736,1.2828,3.38914,0.310258,0.129951,1.82502,0.957117,0.887495,-5.26925,1.12397,1.06175,0.896421,-2.05997,-1.21321,9.57784,-2.00155,-2.04445,-1.44615,0.0561168,1.51145,0.544242,0.157264,0.129304,1.9471,1.03105,2.60048,-5.36821,1.0276,1.04967,0.923255,-1.97194,-3.98943,4.21994,-1.88501,-2.01948,-1.5838,0.102204,3.1353,1.26165,0.118308,0.126512,1.86527,1.08031,2.2478,-4.10655,1.06131,1.03497,0.977021,-1.99182,-1.71669,4.45701,-2.07803,-1.99471,-1.61127
0.84,0.126234,1.33318,-2.39961,-0.00389337,0.172074,1.96295,1.11701,1.91451,-3.53757,0.972097,1.08813,0.585988,-2.07613,-2.69534,8.62954,-1.98805,-2.08645,-0.785714,0.0870708,2.35244,2.12749,0.406195,0.167164,1.86068,1.00426,2.62761,-0.123691,0.891221,1.07696,0.710282,-2.10361,-2.68119,9.62525,-1.83974,-2.06685,-0.913852,0.0919957,2.3757,-1.06375,0.152389,0.169566,2.03085,1.06938,1.22467,-2.02854,0.979549,1.06604,0.783101,-2.01313,-0.57223,6.59069,-2.04307,-2.04616,-1.15619,0.126669,1.2673,-1.45956,0.287512,0.164898,1.92907,1.11546,1.84475,-2.94386,0.999239,1.05359,0.945419,-2.0412,-2.29701,3.08198,-2.02321,-2.02372,-1.36132
0.86,0.139284,1.20141,-4.27972,0.110947,0.211473,1.94696,1.13082,0.465063,-3.8097,1.08928,1.09798,0.442639,-2.10655,-1.12019,7.11226,-1.99882,-2.09649,-0.299716,0.115744,0.577453,5.36821,0.396852,0.204378,1.83612,1.00895,-0.0310042,-2.49857,1.18306,1.09017,0.644851,-2.12525,-0.608626,13.1814,-2.01273,-2.08101,-0.580353,0.123696,0.596831,-0.0494766,0.21132,0.210538,2.02514,1.08116,0.821611,-3.04281,1.11412,1.08099,0.720552,-2.0455,-2.07458,4.12511,-1.87938,-2.06573,-0.815392,0.172448,2.07728,0.14843,0.288329,0.203675,1.91285,1.13741,0.44181,-3.29019,1.13214,1.07279,0.967196,-2.06976,-1.2496,4.45701,-2.01331,-2.04916,-1.18287
0.88,0.172196,1.96102,-3.33967,0.111388,0.249953,1.87709,1.14266,0.492191,-1.58325,1.11529,1.10584,0.353956,-2.1293,-0.873509,7.20709,-2.03502,-2.09844,0.0449061,0.139693,2.62761,2.62226,0.442858,0.240609,1.76796,1.03641,1.49595,1.70694,1.09412,1.10275,0.614527,-2.15301,-1.80364,9.19852,-1.88256,-2.09007,-0.373352,0.153338,2.61598,-1.38534,0.212,0.250572,1.94365,1.09572,0.279038,0,1.03482,1.09486,0.637934,-2.0572,0.0647044,7.58641,-2.02176,-2.07878,-0.477254,0.200606,1.80987,0.0247383,0.29493,0.241413,1.83193,1.15243,0.530947,-0.841102,1.1052,1.09228,0.937238,-2.08774,-0.727924,4.45701,-2.03999,-2.07103,-0.967598
0.9,0.197811,1.21304,-3.06755,0.156448,0.286557,1.76007,1.14705,0.0503818,-0.742148,1.11202,1.11214,0.270355,-2.1422,-0.69355,5.83205,-1.98864,-2.0947,0.285292,0.173634,0.693719,4.99713,0.445331,0.275097,1.66163,1.04032,0.0775105,1.11322,1.17646,1.11475,0.57058,-2.16253,-0.135475,11.996,-2.00593,-2.09594,-0.237769,0.189943,1.12003,-0.56898,0.239325,0.288284,1.79743,1.09157,0.00387552,-1.28639,1.17048,1.10651,0.488663,-2.0729,-1.12222,4.4096,-1.87363,-2.08482,-0.111967,0.234305,1.4572,-0.222645,0.400556,0.276952,1.69665,1.16212,0.596831,-1.70694,1.16937,1.11028,0.811273,-2.10443,-0.877553,4.21994,-1.96948,-2.08786,-0.674158
0.92,0.226756,1.81375,-3.26545,0.181479,0.320356,1.592,1.14735,-0.0697594,-0.667934,1.14548,1.11665,0.174367,-2.14855,0.0687484,6.59069,-2.02493,-2.08702,0.454766,0.19495,1.67035,3.38914,0.445444,0.307074,1.5115,1.04798,0.360424,2.3254,1.19108,1.12558,0.498673,-2.17007,-0.725902,8.29763,-1.93007,-2.09958,-0.129628,0.222795,2.18967,-2.02854,0.241402,0.322469,1.59285,1.10417,0.197652,1.1627,1.08628,1.11441,0.276256,-2.0772,0.0444843,8.67695,-1.97825,-2.08326,0.270683,0.273727,2.34469,0.173168,0.352905,0.309279,1.5115,1.17311,0.375926,-0.420551,1.16675,1.12473,0.601676,-2.11129,-0.165805,6.25879,-1.99369,-2.098,-0.314212
0.94,0.250645,1.19366,-2.62226,0.177912,0.350237,1.36027,1.14832,-0.0930126,-0.0494766,1.13121,1.11911,0.0721008,-2.15056,-0.137497,5.59497,-1.96806,-2.07651,0.590611,0.220564,0.763478,3.90865,0.431672,0.335557,1.30389,1.05201,0.143394,2.77069,1.19229,1.13469,0.407612,-2.17283,-0.0748145,10.1942,-1.96331,-2.10113,-0.00830889,0.251589,1.0929,-1.28639,0.200247,0.351998,1.33109,1.09926,-0.22478,0,1.18882,1.11756,0.0423908,-2.08455,-0.420579,5.12082,-1.86639,-2.07399,0.640672,0.2981,1.1084,0.0742148,0.434302,0.337412,1.27581,1.18056,0.279038,-0.470027,1.1735,1.13435,0.361183,-2.11968,-0.507525,6.02171,-1.92712,-2.10043,0.0706851
0.96,0.269175,0.914624,-2.77069,0.190897,0.374767,1.04934,1.14644,-0.178274,-0.14843,1.14218,1.11954,-0.0215799,-2.14949,0.246686,7.2545,-1.96901,-2.0634,0.740623,0.236884,0.949503,3.04281,0.424459,0.35923,1.02279,1.05531,0.170523,2.82016,1.19271,1.14188,0.312483,-2.17334,-0.0909906,8.86661,-1.90236,-2.09991,0.172979,0.271965,1.06964,-2.5233,0.229073,0.375713,1.01005,1.10617,0.341046,1.4843,1.1054,1.1161,-0.154606,-2.08229,0.456975,8.2028,-1.9296,-2.05763,0.969279,0.326531,1.62384,0.593719,0.382996,0.360311,0.986065,1.18553,0.236407,-0.420551,1.17603,1.13918,0.15645,-2.12238,-0.0950346,8.29763,-1.9264,-2.09517,0.43788
0.98,0.283102,0.511569,-2.42435,0.205503,0.39221,0.649516,1.14535,-0.0620084,-0.0247383,1.12731,1.11825,-0.101796,-2.14653,0.238597,7.06484,-1.90394,-2.04688,0.969273,0.250115,0.48444,3.11702,0.425244,0.376469,0.657419,1.05894,0.298415,2.5233,1.19766,1.14719,0.21401,-2.1726,0.0121321,11.1899,-1.82014,-2.09421,0.47785,0.289859,0.775105,-2.07802,0.157488,0.3924,0.628997,1.10075,-0.174399,0.222645,1.1673,1.11138,-0.268719,-2.08156,0.159739,6.02171,-1.82871,-2.03522,1.25237,0.342002,0.457312,0.346336,0.422332,0.376854,0.639874,1.19001,0.174399,-0.470027,1.18431,1.1406,0.034982,-2.12314,-0.00808805,8.10797,-1.83136,-2.08292,0.775105
1,0.293609,0.507694,-2.39961,0.222223,0.400747,0.166039,1.14341,-0.213154,-0.0742148,1.11288,1.11546,-0.194708,-2.13748,0.725902,8.29763,-1.87151,-2.02463,1.36383,0.260289,0.151145,3.26545,0.41073,0.385527,0.209654,1.06324,0.248034,2.62226,1.19863,1.15044,0.0768244,-2.16975,0.119299,14.4142,-1.7116,-2.0808,0.995165,0.297429,0.44181,-3.36441,0.178788,0.400873,0.193255,1.10263,-0.0310042,1.38534,1.1309,1.10535,-0.299579,-2.07015,0.827003,8.62954,-1.81879,-2.00753,1.53634,0.356142,0.612333,0.841102,0.379479,0.385906,0.239459,1.19325,0.248034,-0.371074,1.1834,1.14058,-0.0106812,-2.11987,0.0687484,11.996,-1.77137,-2.06417,1.13231
1.02,0.299997,0.139519,-1.83063,0.201268,0.398852,-0.374325,1.13878,-0.193776,-0.371074,1.08904,1.11046,-0.376293,-2.12304,1.06964,8.2028,-1.79814,-1.99233,2.03766,0.262559,0.0155021,3.11702,0.403735,0.384855,-0.2995,1.06712,0.0503818,2.72121,1.1956,1.15027,-0.186515,-2.16135,0.812849,16.9746,-1.5695,-2.0544,1.83893,0.304453,0.279038,-2.74595,0.14701,0.40013,-0.283798,1.09863,-0.267411,0.841102,1.13935,1.09939,-0.325322,-2.05769,0.752189,8.58212,-1.72302,-1.97377,1.94446,0.35814,0.0465063,0.445289,0.349981,0.386433,-0.206945,1.19685,0.135643,-0.420551,1.13922,1.14018,-0.0762552,-2.11349,0.539877,13.2288,-1.65347,-2.03762,1.64788
1.04,0.303873,0.170523,-2.35014,0.173096,0.385774,-0.919513,1.13548,-0.282913,-0.692672,1.06512,1.10041,-0.778082,-2.09921,1.42956,9.29335,-1.68268,-1.94312,3.12138,0.264406,-0.120141,2.91912,0.485197,0.373547,-0.82401,1.06872,-0.081386,2.74595,1.15975,1.14298,-0.71283,-2.13949,1.33251,21.0049,-1.33796,-2.00724,3.12995,0.306421,0.352673,-3.66127,0.0581439,0.389521,-0.779242,1.09845,-0.186025,1.06375,1.1279,1.09234,-0.524259,-2.03894,1.50236,10.4313,-1.58739,-1.92976,2.69047,0.357202,-0.228656,0.0247383,0.280491,0.377628,-0.682511,1.19603,-0.166648,-0.940055,1.04588,1.13753,-0.363278,-2.09423,1.29004,15.8366,-1.52263,-1.99825,2.5535
1.06,0.306144,0.0232531,-2.8449,0.180217,0.362071,-1.39209,1.12782,-0.658839,-0.643195,1.04489,1.07934,-1.55958,-2.06311,2.48708,11.0951,-1.56009,-1.86747,4.72354,0.268221,-0.135643,4.57658,0.471428,0.351895,-1.28964,1.06503,-0.468938,2.49857,1.15709,1.12175,-1.64917,-2.10432,2.37991,26.9792,-1.10069,-1.9292,4.94715,0.306179,-0.104639,-5.09609,0.00434349,0.36896,-1.25266,1.09542,-0.414681,1.08848,1.11927,1.07842,-1.1604,-2.00951,2.26061,12.9443,-1.43674,-1.86615,4.05223,0.349269,-0.651088,-0.643195,0.305147,0.359132,-1.15084,1.18707,-0.713096,-2.15223,0.980363,1.12565,-1.15038,-2.06609,2.15951,18.0651,-1.28069,-1.93548,4.12952
1.08,0.305901,0.0542573,-2.67173,0.169731,0.330091,-1.69865,1.11229,-1.06964,-0.371074,0.931991,1.03803,-2.81133,-2.00817,3.64569,10.9529,-1.30475,-1.75418,6.82367,0.266586,-0.209278,4.40341,0.34446,0.321961,-1.60213,1.05192,-1.20141,3.46336,0.878976,1.07701,-3.04983,-2.04865,3.30397,33.0957,-0.85886,-1.80935,7.22226,0.30082,-0.108515,-6.06088,-0.175316,0.339414,-1.62974,1.08337,-0.875868,1.58325,1.03979,1.04593,-2.47481,-1.95593,3.26959,14.9832,-1.17645,-1.76767,6.24938,0.340943,-0.596831,-0.222645,0.389263,0.331595,-1.53644,1.16709,-1.62772,-2.15223,0.927509,1.09151,-2.65832,-2.00728,4.08447,22.2377,-0.946884,-1.83307,6.56107
1.1,0.306144,0.155021,-2.96859,0.24944,0.330091,-1.69865,1.07693,-2.29043,-0.791625,1.07859,1.03803,-2.81133,-1.9279,5.79509,13.5607,-1.47791,-1.75418,6.82367,0.261409,-0.910748,2.62226,0.234636,0.321961,-1.60213,1.00841,-2.49584,0.0247383,0.832412,1.07701,-3.04983,-1.96872,5.78498,33.8543,-1.18775,-1.80935,7.22226,0.286105,-0.868117,-8.78209,0.173344,0.339414,-1.62974,1.05615,-2.03853,1.78116,1.05218,1.04593,-2.47481,-1.88227,5.3462,18.0651,-1.43719,-1.76767,6.24938,0.336674,-0.70147,2.0038,0.263033,0.331595,-1.53644,1.12427,-2.84851,-1.11322,1.03987,1.09151,-2.65832,-1.91005,6.50481,26.8843,-1.36567,-1.83307,6.56107
