t,q_actual_0,dq_actual_0,tau_est_0,q_cmd_0,q_ref_0,dq_ref_0,q_actual_1,dq_actual_1,tau_est_1,q_cmd_1,q_ref_1,dq_ref_1,q_actual_2,dq_actual_2,tau_est_2,q_cmd_2,q_ref_2,dq_ref_2,q_actual_3,dq_actual_3,tau_est_3,q_cmd_3,q_ref_3,dq_ref_3,q_actual_4,dq_actual_4,tau_est_4,q_cmd_4,q_ref_4,dq_ref_4,q_actual_5,dq_actual_5,tau_est_5,q_cmd_5,q_ref_5,dq_ref_5,q_actual_6,dq_actual_6,tau_est_6,q_cmd_6,q_ref_6,dq_ref_6,q_actual_7,dq_actual_7,tau_est_7,q_cmd_7,q_ref_7,dq_ref_7,q_actual_8,dq_actual_8,tau_est_8,q_cmd_8,q_ref_8,dq_ref_8,q_actual_9,dq_actual_9,tau_est_9,q_cmd_9,q_ref_9,dq_ref_9,q_actual_10,dq_actual_10,tau_est_10,q_cmd_10,q_ref_10,dq_ref_10,q_actual_11,dq_actual_11,tau_est_11,q_cmd_11,q_ref_11,dq_ref_11
1.78,-0.129368,-0.40693,-10.8601,-0.688995,-0.283758,-0.414599,1.20312,0.135643,-3.58705,0.99433,1.15189,0.121713,-2.12074,0.0384182,17.1642,-1.61483,-2.09137,0.853068,-0.333757,1.36418,-0.667934,-0.264967,-0.329935,1.53952,0.495022,-0.561951,0.0247383,0.465045,0.416152,0.029397,-2.05997,-0.0889685,-1.04313,-2.06429,-2.09814,0.211066,0.222734,-0.984383,1.31113,0.254087,0.247981,-0.992252,0.925654,0.368175,0.766887,0.990236,0.926479,0.535706,-2.03017,0.469107,0.47415,-2.00941,-1.98167,0.701958,-0.22997,0.480565,10.7364,0.318909,-0.133018,0.832957,1.05382,0.740225,1.11322,1.11698,1.13173,0.746682,-1.98247,0.167827,19.2505,-1.49041,-1.90473,0.951967
1.8,-0.137453,-0.178274,-11.3549,-0.687198,-0.290829,-0.252463,1.20415,-0.0775105,-4.30446,0.935074,1.1521,-0.177434,-2.11642,0.266906,20.5781,-1.4868,-2.0682,1.58774,-0.305235,1.57734,-0.791625,-0.21575,-0.297003,1.62146,0.485757,-0.434059,0.0247383,0.481483,0.417801,0.294027,-2.05978,-0.0748145,-0.142245,-1.99376,-2.09183,0.451297,0.208534,-0.604582,1.58325,0.276265,0.231912,-0.505362,0.93286,0.275162,0.86584,0.990578,0.93816,0.659834,-2.02371,0.266906,0.142245,-2.02466,-1.96719,0.713846,-0.218858,0.697594,10.5385,0.327976,-0.117517,0.719143,1.06732,0.682092,0.346336,1.06655,1.14533,0.548917,-1.97365,0.586384,18.9186,-1.46375,-1.88317,1.29553
1.82,-0.142691,-0.0968881,-11.2807,-0.697276,-0.293857,-0.000823289,1.20155,-0.275162,-5.31873,0.863672,1.14479,-0.655356,-2.10527,0.570207,24.7507,-1.31658,-2.02786,2.60596,-0.272838,1.49208,-0.321598,-0.182205,-0.265076,1.41376,0.479247,-0.267411,0.371074,0.573671,0.427913,0.911029,-2.05398,0.436755,1.61211,-1.84987,-2.08009,0.736094,0.199905,-0.25966,1.88011,0.335864,0.227767,0.171704,0.93946,0.360424,0.692672,1.00269,0.952872,0.843832,-2.02129,-0.0384182,-0.047415,-2.00846,-1.95312,0.635642,-0.202872,0.941752,10.118,0.343048,-0.104252,0.619308,1.07256,0.0620084,-0.173168,0.986764,1.15369,0.167984,-1.96114,0.69355,19.0134,-1.33645,-1.85291,1.89441
1.84,-0.146415,0.081386,-11.6517,-0.66172,-0.290862,0.339678,1.19395,-0.596831,-6.25879,0.692518,1.12588,-1.35888,-2.08701,1.67018,28.7809,-1.27494,-1.96396,3.97456,-0.246921,1.21691,0.0494766,0.044304,-0.240453,0.90099,0.478914,0.197652,1.83063,0.828339,0.454242,1.87824,-2.03975,1.5428,4.78892,-1.42683,-2.06239,1.01358,0.201328,0.445685,2.30066,0.393116,0.23878,0.940103,0.946242,0.422432,0.742148,1.01045,0.971914,1.0905,-2.01994,0.147607,0.0948301,-1.87977,-1.94176,0.432619,-0.18628,0.782856,10.2416,0.0860939,-0.0927444,0.540391,1.07613,0,-1.83063,0.66784,1.15205,-0.511464,-1.93634,1.6257,21.3368,-1.35693,-1.80739,2.90019
1.86,-0.140662,0.25966,-11.0828,-0.554,-0.28027,0.71806,1.17593,-0.697594,-9.47476,0.446075,1.09044,-2.31283,-2.06047,1.76319,28.5913,-0.989504,-1.86888,5.72287,-0.235052,-0.0155021,5.73928,-0.0100579,-0.229037,0.138018,0.50574,0.321668,6.60512,0.86536,0.503043,3.02578,-1.9854,4.0238,15.7892,-1.52142,-2.03955,1.19975,0.219494,1.58509,2.02854,0.408853,0.265371,1.62765,0.954205,0.515445,0.544242,1.06701,0.996492,1.36503,-2.00182,1.92293,1.28021,-1.82566,-1.93581,0.155452,-0.176349,1.39131,3.90865,0.238407,-0.0826368,0.460618,1.06263,-0.592955,-7.69361,0.747007,1.13323,-1.58682,-1.90332,2.75398,16.2159,-1.11871,-1.7369,4.44677
1.88,-0.115683,1.70523,-10.9343,-0.588923,-0.26214,1.02062,1.15144,-1.57346,-13.0371,0.554401,1.03337,-3.47926,-2.0028,4.36957,32.5741,0.885384,-1.73504,7.77432,-0.226816,1.29055,3.24072,-0.513798,-0.234932,-0.755578,0.515792,0.794482,6.55564,1.06627,0.575273,3.99608,-1.93266,2.98651,10.6684,-2.14975,-2.0144,1.17127,0.250922,1.58509,1.83063,0.555857,0.303886,2.01749,0.967043,0.697594,1.21218,1.16584,1.02651,1.5681,-1.96266,2.74185,0.426735,-2.12371,-1.93554,0.0120312,-0.138017,1.71298,6.23405,0.529817,-0.0743197,0.334032,1.048,-1.30993,-4.94766,0.591992,1.08858,-3.04663,-1.83957,3.68006,22.2377,-0.764479,-1.62952,6.54688
1.9,-0.0976982,1.30218,-11.6765,-0.485293,-0.239445,1.10152,1.11383,-2.87176,-8.6584,0.562193,0.951268,-4.63795,-1.90038,7.67758,45.5184,0.573221,-1.55791,9.76389,-0.21743,0.120141,-6.28352,-0.468911,-0.25926,-1.54617,0.546978,4.6235,5.88771,0.678195,0.662886,4.36196,-1.9144,-2.33745,-4.4096,-2.26672,-1.9927,0.833392,0.270815,0.713096,5.19504,0.389944,0.34607,1.91678,0.989933,2.08116,1.41008,1.19287,1.05922,1.60601,-1.94357,-0.897774,-5.26307,-2.16343,-1.93533,0.206146,-0.106377,0.670466,12.7897,0.569524,-0.0692756,0.133979,1.01797,-1.80599,-7.00093,0.607611,1.01136,-4.57316,-1.74387,5.25319,30.7724,-0.930564,-1.47502,8.81429
1.92,-0.0906738,-0.623959,-7.69361,-0.241882,-0.218079,1.12702,1.05894,-3.46859,-6.77829,0.51178,0.847853,-4.90491,-1.79186,6.27835,54.1954,-0.8909,-1.34449,9.65061,-0.237414,-1.8525,-2.96859,-0.31042,-0.296779,-1.76967,0.627304,5.20483,-4.37868,0.958117,0.749752,4.06075,-1.97299,-4.52526,-3.7932,-1.83258,-1.98106,0.40769,0.280685,0.0775105,2.22645,0.359927,0.380557,1.32828,1.02557,2.29043,1.18744,1.20836,1.09076,1.46521,-1.98664,-2.86317,-1.32762,-1.97481,-1.9273,0.558668,-0.0960831,1.06189,12.9134,0.168688,-0.0689605,-0.0160936,0.981516,-2.28268,-5.34347,0.632126,0.905652,-5.18188,-1.65986,4.95797,19.3928,-0.925856,-1.27695,8.58027
1.94,-0.0885846,-0.941752,-2.10275,-0.0752293,-0.194364,1.32857,0.985608,-3.2942,-6.38248,0.453656,0.755072,-3.72874,-1.66041,6.48662,18.0177,-0.977287,-1.17188,5.92547,-0.263119,-0.879744,-0.0494766,-0.307524,-0.330047,-1.38544,0.709386,3.20118,1.92959,0.936458,0.825316,3.02825,-2.01859,0.962478,5.83205,-1.93548,-1.97639,0.198591,0.283834,0.422432,1.08848,0.393014,0.399202,0.315125,1.06938,2.54234,0.272121,1.18226,1.11782,1.19678,-2.02526,-0.0121321,1.65953,-1.94383,-1.91298,0.966814,-0.108769,0.174399,5.44242,-0.0706125,-0.0699193,0.242396,0.925139,-3.08492,-2.94386,0.644574,0.804089,-4.50382,-1.54277,6.92539,10.6684,-1.00219,-1.13181,4.42135
1.96,-0.0798041,0.965005,-0.766887,-0.112011,-0.164936,1.68528,0.915455,-3.82514,-5.66507,0.415389,0.698703,-2.01656,-1.50642,8.11231,4.83633,-0.90087,-1.10747,1.8912,-0.27087,-0.310042,-0.470027,-0.299504,-0.352197,-0.892463,0.766157,3.31745,0.123691,0.918505,0.870882,1.58752,-1.98864,1.32442,-0.237075,-1.88979,-1.97312,0.374925,0.300456,0.658839,1.28639,0.385248,0.393162,-0.942605,1.10805,1.47657,0.0742148,1.1504,1.13863,0.743252,-2.01472,1.09997,0.521565,-1.90738,-1.88863,1.51113,-0.107256,0.186025,0.593719,0.0176426,-0.0592647,0.583871,0.860769,-2.95315,-1.28639,0.528515,0.7255,-3.37248,-1.41643,6.48662,3.88803,-0.862441,-1.1001,0.470099
1.98,-0.078593,0.313917,-1.03901,0.0319486,-0.126953,2.19106,0.841942,-4.32896,-4.37868,0.764188,0.67441,-0.384967,-1.37125,8.34889,2.03885,-1.12946,-1.09624,-0.235876,-0.276138,-0.352673,-0.123691,-0.244407,-0.365745,-0.435591,0.822322,2.73224,-0.643195,0.894015,0.888817,0.567843,-1.97401,0.982698,1.32762,-1.92426,-1.96139,0.840726,0.31608,1.0774,0.420551,0.17492,0.361498,-2.20904,1.12603,0.895246,-0.346336,1.08245,1.14755,0.070408,-1.99258,1.40934,0.616396,-1.73613,-1.85254,2.03031,-0.0930251,0.763478,1.55851,-0.0772637,-0.0465645,0.504563,0.795551,-3.87165,-1.45956,0.535988,0.66919,-2.15521,-1.27607,8.10018,1.28021,-1.19255,-1.11301,-1.62786
2,-0.0618496,1.15491,0.766887,0.163354,-0.0772939,2.66875,0.797222,-1.57346,0.841102,0.747599,0.683305,1.09705,-1.24933,3.97123,-2.32334,-1.20184,-1.1169,-1.88161,-0.280014,-0.248034,0.989531,-0.358466,-0.36962,0.141351,0.859866,1.6781,-0.989531,0.896397,0.893596,0.0556052,-1.95953,0.277016,0.995716,-1.96998,-1.93949,1.35603,0.318532,-0.232531,-2.67173,0.0538771,0.3048,-3.36083,1.12694,-0.124017,-0.841102,1.04325,1.14144,-0.683323,-1.95353,2.90361,2.65524,-1.76399,-1.80741,2.4072,-0.0906332,-0.158896,0.470027,-0.0608199,-0.0390822,0.294269,0.734754,-1.67423,-2.42435,0.678761,0.639291,-1.02094,-1.18213,2.14738,-3.98286,-1.43233,-1.16521,-3.67861
2.02,-0.0405039,1.56959,2.49857,0.107656,-0.0202025,3.02265,0.770729,-1.18203,0.643195,0.959305,0.718292,2.06082,-1.20445,0.63289,-0.900886,-1.3903,-1.1715,-3.55921,-0.286493,-0.290664,-1.26165,-0.18023,-0.360091,0.994861,0.878608,0.496067,-0.173168,0.873833,0.891041,-0.274849,-1.96014,-0.230509,-0.0948301,-1.88901,-1.90715,1.97807,0.2845,-3.06554,-1.4843,0.00157842,0.227064,-4.30733,1.12085,-0.534822,-0.989531,0.994788,1.12022,-1.49541,-1.89061,2.78431,-0.331905,-1.70775,-1.75625,2.73522,-0.0862732,0.561951,0.0494766,-0.0901151,-0.0347937,0.125476,0.699904,-1.22079,0.890578,0.753031,0.628352,-0.275393,-1.19377,-2.85104,-3.84062,-1.54204,-1.26015,-5.65816
2.04,-0.00547281,1.80212,0.470027,0.193144,0.0436119,3.34549,0.773242,1.12778,2.54804,0.940229,0.765738,2.39066,-1.21971,-2.34553,-1.8966,-1.55381,-1.25927,-4.99558,-0.28719,0.073635,2.0038,-0.117119,-0.329826,2.16184,0.885208,0.468938,-0.667934,0.880896,0.882602,-0.510082,-1.95435,0.671308,1.28021,-1.87375,-1.86037,2.77208,0.219555,-3.51898,-0.940055,-0.0884071,0.132507,-4.99956,1.10035,-1.15491,-1.11322,0.993522,1.08163,-2.33226,-1.8422,2.71961,0.28449,-1.59253,-1.69801,3.05796,-0.0767964,0.66659,-0.890578,-0.0991308,-0.0340631,-0.044517,0.681768,-0.174399,1.63273,0.68923,0.628276,0.191578,-1.28162,-4.89327,-0.426735,-1.74095,-1.39154,-6.99086
2.06,0.0387021,2.29819,0.964793,0.208949,0.113617,3.46441,0.80909,2.11604,0.593719,0.928307,0.813918,2.29036,-1.28606,-4.51313,-1.80177,-1.69091,-1.37132,-5.83216,-0.262362,1.74399,1.08848,0.0272406,-0.273618,3.38854,0.887963,0.0465063,-0.123691,0.875284,0.870638,-0.660667,-1.94212,0.812849,1.09055,-1.68312,-1.79627,3.52651,0.146798,-4.17006,-0.544242,-0.211634,0.0270819,-5.29415,1.07177,-1.41844,-0.14843,0.889894,1.02693,-2.98292,-1.78785,3.23724,1.46987,-1.49182,-1.63393,3.13895,-0.0699839,0.217029,-0.791625,-0.0383239,-0.0365744,-0.11156,0.683433,0.158896,-0.0247383,0.772005,0.636016,0.544652,-1.39379,-6.41382,-0.663811,-1.85863,-1.53979,-7.18631
2.08,0.0873278,2.67024,0,0.250748,0.182188,3.14371,0.850964,2.33694,-0.692672,0.99919,0.857352,2.00764,-1.38305,-5.83553,-1.04313,-1.78631,-1.49256,-5.91018,-0.209952,3.06554,1.60799,0.0799131,-0.194284,4.2899,0.885693,-0.201527,0,0.899467,0.856175,-0.844251,-1.91315,3.06739,3.03456,-1.62361,-1.71931,3.88571,0.0625356,-3.99566,-1.31113,-0.22673,-0.0792586,-5.01505,1.03695,-2.30981,-0.86584,0.832768,0.96231,-3.34746,-1.71387,4.47269,0.47415,-1.42251,-1.57245,2.77032,-0.0636862,0.480565,0.0742148,-0.0510938,-0.0385255,-0.00458602,0.697028,1.15878,0.470027,0.70851,0.650062,0.78585,-1.51221,-7.20443,-0.237075,-1.91612,-1.67899,-6.35123
2.1,0.13229,2.48421,-0.123691,0.256552,0.239366,2.51195,0.896562,2.20517,0.0247383,1.01191,0.894224,1.61989,-1.48379,-5.63535,-1.13796,-1.84443,-1.60773,-5.45447,-0.140525,4.08093,0.470027,0.196343,-0.102022,4.57599,0.88433,-0.193776,0.519504,0.809662,0.836868,-1.13996,-1.84961,3.80138,1.51728,-1.49112,-1.64084,3.64829,-0.0175182,-4.20494,-0.0494766,-0.239343,-0.17352,-4.10302,0.987844,-2.84076,-0.445289,0.71097,0.893033,-3.5026,-1.63718,4.16535,0.237075,-1.33513,-1.52312,2.06554,-0.0584784,0.240282,0,-0.0710187,-0.0367578,0.138211,0.704294,0.131768,0.0247383,0.718875,0.66745,0.816108,-1.63926,-5.59693,0.331905,-1.95732,-1.79384,-5.1313
2.12,0.184186,2.32531,-0.742148,0.276983,0.282667,1.95903,0.931624,1.82537,-0.123691,1.02202,0.922148,1.1,-1.5983,-5.23297,0.142245,-1.901,-1.71074,-4.84236,-0.0512673,4.42197,0.544242,0.236302,-0.0112446,4.12468,0.873491,-1.04639,-0.247383,0.725187,0.810577,-1.386,-1.76425,4.86496,1.09055,-1.3682,-1.57337,2.87667,-0.090487,-3.7205,0.56898,-0.21249,-0.243379,-2.70652,0.923776,-4.07705,-0.272121,0.641366,0.822206,-3.39679,-1.54813,4.3999,0,-1.25279,-1.48983,1.27516,-0.0571159,0.0542573,-0.272121,-0.0547459,-0.0329971,0.122593,0.707141,0.201527,0.0494766,0.691417,0.682706,0.552355,-1.7403,-4.62839,0.521565,-2.00295,-1.88424,-3.99672
2.14,0.221639,1.77111,-0.791625,0.390335,0.317727,1.66423,0.961841,1.56571,-0.272121,0.997408,0.938224,0.448637,-1.68651,-4.07031,-0.142245,-1.98762,-1.80142,-4.10193,0.0304821,4.54211,-0.0247383,0.201115,0.0629651,3.05069,0.852084,-1.32155,-1.21218,0.553529,0.781428,-1.27131,-1.66776,5.50796,1.09055,-1.18831,-1.52577,1.78871,-0.144381,-2.33307,0.890578,-0.148892,-0.281781,-1.09316,0.850626,-4.28633,-0.14843,0.543917,0.757161,-2.75722,-1.46748,4.685,-0.142245,-1.2063,-1.47211,0.498852,-0.0562682,0.0658839,0,-0.0311086,-0.0318541,-0.0141704,0.70708,-0.201527,-0.14843,0.667227,0.689544,0.0468165,-1.81867,-4.03594,0.331905,-2.12865,-1.95371,-2.94791
2.16,0.260636,2.67411,-0.0247383,0.424786,0.317727,1.66423,0.985003,0.84874,-0.544242,0.987905,0.938224,0.448637,-1.76461,-4.36148,-0.426735,-1.98137,-1.80142,-4.10193,0.100665,3.60424,-1.55851,0.126662,0.0629651,3.05069,0.803822,-3.40271,-1.55851,0.604388,0.781428,-1.27131,-1.5584,6.82227,1.51728,-1.12709,-1.52577,1.78871,-0.175809,-0.868117,1.4843,-0.171545,-0.281781,-1.09316,0.763396,-4.30183,-0.0742148,0.580687,0.757161,-2.75722,-1.39104,3.88833,0,-1.20031,-1.47211,0.498852,-0.0538157,0.302291,0.14843,-0.0161211,-0.0318541,-0.0141704,0.700358,-0.356548,-0.321598,0.663154,0.689544,0.0468165,-1.89746,-4.55559,-0.616396,-2.12127,-1.95371,-2.94791
2.18,0.303146,1.89126,0.593719,0.681974,0.349236,1.42884,0.991997,-0.143394,-0.0247383,0.956096,0.940093,-0.361946,-1.83596,-3.24735,0.47415,-2.08497,-1.87481,-3.25589,0.146596,1.05414,-1.28639,-0.272878,0.110783,1.63829,0.739452,-3.13917,0.173168,0.605933,0.759724,-0.713821,-1.43194,6.32486,-0.663811,-1.27477,-1.50183,0.596768,-0.174114,3.01128,-3.19124,-0.167618,-0.287106,0.721293,0.737903,3.15855,-6.35774,0.536543,0.711917,-1.46828,-1.34215,-2.34351,13.8452,-1.4827,-1.46987,-0.340876,-0.0474877,0.0310042,0.593719,-0.124941,-0.0335639,-0.00348017,0.691396,-0.51932,-0.0247383,0.596575,0.684579,-0.574261,-1.9722,-3.54257,0.663811,-2.18457,-2.00216,-1.90593
2.2,0.341235,2.13929,4.94766,0.412412,0.39058,0.490171,0.971408,-1.1394,0.766887,0.944108,0.887192,-2.19337,-1.8944,-3.1968,-1.32762,-2.13306,-1.98248,-2.30732,0.097244,1.12003,-9.07895,-0.177637,0.102837,-3.03956,0.774211,2.97253,-6.67934,1.18232,0.761981,0.888251,-1.49047,-7.27318,23.186,-3.83375,-1.53024,-2.30457,-0.177929,-1.02314,1.26165,0.313276,-0.158213,6.48291,0.770421,2.52297,-7.42148,0.848066,0.721331,2.14709,-1.45835,-5.55649,10.621,-2.9086,-1.52511,-2.50681,-0.0205709,1.99589,-4.05708,-0.195891,-0.0257925,0.293218,0.656789,-2.31756,0.989531,0.47752,0.635166,-1.79455,-2.02352,-2.7378,-0.995716,-2.36166,-2.04128,-0.394511
2.22,0.370665,0.968881,-0.0494766,0.366232,0.394487,-0.284567,0.949487,-0.542573,0.445289,0.721059,0.836011,-2.87133,-1.95534,-3.51628,-0.47415,-1.99224,-2.02395,-1.91209,0.137786,1.5037,-7.69361,0.0504824,0.00691409,-2.01904,0.878729,8.313,-2.49857,0.71565,0.788405,3.26647,-1.76112,-22.3311,-2.32334,-1.10071,-1.59408,-5.65983,-0.157703,2.77875,6.45669,-0.0501903,0.00638715,4.77718,0.834003,4.78627,-4.37868,0.932307,0.784314,4.12206,-1.6698,-20.2221,-9.48301,-0.875971,-1.58602,-5.887,-0.0178157,-1.79049,-1.6822,0.0651704,-0.0202646,0.622183,0.62194,-2.11604,-0.940055,0.496552,0.594791,-2.13887,-2.09127,-4.63041,-1.13796,-2.04119,-2.04572,-0.231457
2.24,0.391829,0.895246,-1.36061,0.46404,0.379197,-0.596388,0.915849,-2.54622,-1.1627,0.690436,0.772339,-3.20012,-1.99967,-1.05953,2.22851,-1.96571,-2.05896,-1.46666,0.0991515,-5.03431,4.20551,0.490957,0.0220751,0.92304,0.956966,-0.387552,-4.23025,0.746185,0.89264,4.50358,-2.05472,-0.98472,36.0828,-1.61334,-1.75663,-6.88822,-0.0916981,6.10395,-5.46716,-0.38082,0.032874,1.66799,0.860496,-2.00365,3.29019,0.99694,0.886214,4.23274,-1.93203,-1.38508,40.7295,-1.77786,-1.76059,-7.43296,-0.0452774,-1.86413,4.37868,-0.113551,-0.000905187,0.519683,0.584577,-1.75949,0.0742148,0.543107,0.549611,-2.00135,-2.14735,-0.287126,4.31477,-2.03812,-2.05054,-0.326091
2.26,0.409753,0.63171,0.371074,0.274257,0.370632,-0.312963,0.867132,-2.91827,-0.667934,0.615843,0.708006,-3.16336,-2.00039,0.428667,0.521565,-1.95661,-2.08262,-0.911874,0.0675418,2.03465,6.45669,0.284885,0.0438357,1.13287,0.91812,-1.98427,-1.63273,0.869741,0.968549,3.19275,-1.92002,7.33991,-2.22851,-1.4748,-1.86961,-4.71428,-0.0442532,-1.5037,-5.14556,-0.0485127,0.0731069,2.09677,0.865038,1.70523,0.841102,0.904928,0.953623,2.69357,-1.81413,4.042,-5.78464,-1.62977,-1.88334,-5.10846,-0.0532101,0.457312,-1.73168,-0.125759,0.000522702,-0.425132,0.549909,-1.35643,1.26165,0.483546,0.514737,-1.40723,-2.12721,1.5711,0.28449,-1.97383,-2.05877,-0.411105
2.28,0.409239,1.11228,-3.98286,0.0559148,0.366679,-0.069914,0.80582,-2.49196,-1.18744,0.474028,0.645804,-3.00069,-1.99082,0.452931,0.663811,-1.32211,-2.09544,-0.439173,0.0513433,-1.54246,6.23405,0.470396,0.06739,1.16065,0.956239,2.98028,-4.92292,0.514922,1.02035,2.09869,-1.9177,-4.85485,28.1645,-1.90042,-1.94521,-3.11602,-0.056334,1.57734,-1.41008,0.102849,0.116745,2.06315,0.907305,3.28257,-3.56231,0.898935,0.993957,1.55573,-1.77676,-0.252752,9.48301,-2.14971,-1.96493,-3.3226,-0.042068,1.25955,-2.96859,-0.098135,-0.0179105,-1.37952,0.529623,-0.922375,0.0742148,0.50464,0.493322,-0.771905,-2.09255,2.27072,0.426735,-2.04106,-2.06699,-0.421464
2.3,0.35598,-3.82902,-2.3254,0.396148,0.367835,0.175747,0.72834,-4.99943,-0.470027,0.414439,0.587979,-2.76357,-1.92939,7.44707,8.2028,-2.26414,-2.10019,-0.105917,0.0960935,3.87552,3.95813,0.509628,0.0902619,1.11624,0.998174,3.64299,-13.9771,0.87937,1.0525,1.22748,-2.00682,-6.20353,17.5436,-1.44606,-1.99425,-2.00364,0.00688553,-0.902997,3.1665,-0.167121,0.155633,1.71393,0.980214,4.30958,-6.15983,0.873693,1.01585,0.837703,-1.90261,-8.93123,7.49158,-1.55746,-2.01624,-2.05317,-0.0244162,1.06964,-2.5233,-0.2174,-0.0546583,-2.158,0.521206,-0.685968,0.321598,0.531586,0.483861,-0.27021,-2.05682,1.35677,-2.03885,-2.11925,-2.07563,-0.434291
2.32,0.397612,3.705,-3.58705,0.355835,0.373708,0.357633,0.722618,3.06166,-9.57372,0.624056,0.535261,-2.48051,-1.95405,-10.1768,7.39675,-1.87452,-2.09967,0.10646,0.12189,-1.47657,9.69741,0.425159,0.112039,1.06945,1.05449,1.86025,-5.44242,0.604535,1.06945,0.57638,-2.04941,-0.198157,25.936,-1.91479,-2.02535,-1.26374,-0.00237936,1.64322,-5.36821,-0.014001,0.185302,1.21566,1.03066,1.15491,-4.3292,1.14747,1.02746,0.486663,-1.97248,0.456975,16.5478,-1.93694,-2.04705,-1.22401,-0.0263842,-1.62384,-2.10275,-0.293354,-0.104231,-2.62393,0.506037,0.546449,0.14843,0.544296,0.482513,0.0571713,-2.05392,-0.841157,-0.853471,-2.09968,-2.08436,-0.405568
2.34,0.422106,-0.116266,-1.31113,0.428709,0.382141,0.416558,0.709477,-1.75561,-0.0742148,0.339832,0.488758,-2.11959,-2.04017,-0.0788585,5.68981,-2.19516,-2.09593,0.230742,0.0995451,1.01539,5.73928,0.615952,0.13304,1.03454,1.07099,1.4572,-11.1817,1.0525,1.07555,0.134295,-2.08875,-3.44147,13.4659,-1.54747,-2.0448,-0.791264,0.0396761,-0.391428,-0.56898,-0.336418,0.204259,0.689465,1.07138,2.21292,-0.766887,1.38219,1.03532,0.408506,-2.03932,-4.94382,13.6555,-1.33519,-2.0652,-0.732052,-0.0611429,-1.6316,-3.11702,-0.306827,-0.159616,-2.74879,0.508793,0.468938,0.321598,0.600226,0.486148,0.280528,-2.0648,-0.523701,-0.331905,-2.13152,-2.09185,-0.320637
2.36,0.419775,-0.565826,0.667934,0.379584,0.390371,0.35656,0.647227,-2.70124,-3.66127,0.644283,0.450478,-1.65408,-2.03903,-1.3689,-3.41388,-1.89764,-2.09044,0.278413,0.113685,-0.573578,11.2559,0.403004,0.153421,0.994709,1.11153,0.685968,-1.78116,0.748255,1.07482,-0.120124,-2.09467,0.0465063,23.3756,-1.92159,-2.057,-0.504053,0.0223271,1.39906,-9.1779,-0.068604,0.212881,0.205956,1.10844,-0.089137,5.78876,1.11813,1.0438,0.49617,-2.05478,-0.349808,31.7207,-1.90872,-2.07634,-0.470334,-0.0972639,-2.02302,-2.35014,-0.321061,-0.214182,-2.58402,0.514273,0.77898,1.03901,0.576291,0.493734,0.491381,-2.07553,-0.705682,-0.806056,-2.08785,-2.09718,-0.205171
2.38,0.387318,-1.08127,0.86584,0.34181,0.396403,0.231049,0.588307,-2.58885,3.71074,0.413254,0.422595,-1.10282,-2.04422,1.47809,3.31905,-1.85744,-2.08479,0.245357,0.0923391,0.507694,5.73928,0.629027,0.172828,0.925092,1.10505,0.364299,-7.96573,1.07001,1.07075,-0.217551,-2.1141,-0.93417,9.05627,-1.79248,-2.06497,-0.344515,0.0604162,-0.651088,-1.70694,-0.13898,0.212497,-0.200184,1.09836,0.104639,0.272121,1.42048,1.05517,0.650093,-2.10447,-3.09772,13.6081,-1.46516,-2.08402,-0.343025,-0.134626,-1.63935,-2.25118,-0.31858,-0.262976,-2.22596,0.526868,0.310042,0.791625,0.604631,0.505803,0.733795,-2.08181,-0.0202201,-0.237075,-2.1034,-2.10006,-0.0767171
2.4,0.374056,-0.66659,-0.0494766,0.342744,0.399613,0.103693,0.548976,-1.67423,-1.26165,0.615594,0.406365,-0.531222,-2.01586,0.167827,7.06484,-1.83457,-2.08063,0.14075,0.114472,1.25567,9.40055,0.376903,0.190425,0.808026,1.12552,0.186025,-1.1627,0.952967,1.06612,-0.194943,-2.11514,-0.0849245,13.6081,-1.96625,-2.07078,-0.272787,0.07174,2.44158,-6.77829,-0.0645251,0.204873,-0.511625,1.12191,0.151145,6.38248,1.10695,1.06981,0.7902,-2.10762,0.295214,27.0266,-1.90912,-2.09006,-0.273812,-0.163511,-1.58121,-1.58325,-0.305151,-0.303221,-1.77529,0.536194,0.457312,1.03901,0.618439,0.523086,0.98974,-2.08232,-0.0687484,-0.853471,-2.08047,-2.10025,0.0642717
2.42,0.378295,-0.201527,-0.56898,0.404968,0.399613,0.103693,0.554759,0.496067,0.692672,0.404247,0.406365,-0.531222,-2.02365,-0.181981,8.10797,-2.13407,-2.08063,0.14075,0.106479,-0.434059,5.88771,0.614762,0.190425,0.808026,1.12134,-0.0271287,-3.46336,1.04184,1.06612,-0.194943,-2.12159,-0.343742,6.68552,-1.78915,-2.07078,-0.272787,0.0963557,-0.565826,-2.647,-0.183365,0.204873,-0.511625,1.09917,-0.302291,0.371074,1.43778,1.06981,0.7902,-2.13044,-1.82588,12.4702,-1.49523,-2.09006,-0.273812,-0.199148,-1.80987,-0.346336,-0.37689,-0.303221,-1.77529,0.552604,0.794482,0.643195,0.625988,0.523086,0.98974,-2.08224,0.0687484,-0.142245,-2.10155,-2.10025,0.0642717
